fold,retrieval_mode,topn,label,precision,recall,f1_score,support
3,centroid,1,Alaris,0.9166666666666666,0.8148148148148148,0.8627450980392157,27
3,centroid,1,Alcatras,0.7407407407407407,0.7692307692307693,0.7547169811320755,26
3,centroid,1,Braga,0.8888888888888888,0.6486486486486487,0.75,37
3,centroid,1,Castor,0.7894736842105263,0.9375,0.8571428571428571,32
3,centroid,1,Denom,0.8648648648648649,0.8648648648648649,0.8648648648648649,37
3,centroid,1,Gemini,0.9615384615384616,0.9259259259259259,0.9433962264150944,27
3,centroid,1,Hawk,0.9615384615384616,1.0,0.9803921568627451,25
3,centroid,1,Ilias,0.8333333333333334,0.8620689655172413,0.847457627118644,29
3,centroid,1,Mytikas,0.7619047619047619,0.5925925925925926,0.6666666666666666,27
3,centroid,1,Nivalis,0.9444444444444444,0.7727272727272727,0.85,22
3,centroid,1,Ratikon,0.75,0.8571428571428571,0.8,28
3,centroid,1,Steel_Wheel,1.0,0.9714285714285714,0.9855072463768116,35
3,centroid,1,Triton,0.696969696969697,0.8679245283018868,0.773109243697479,53
3,centroid,1,Trius,0.8823529411764706,0.75,0.8108108108108109,40
3,centroid,1,Turbine,0.92,0.8518518518518519,0.8846153846153846,27
3,centroid,1,Vega,0.8292682926829268,0.9714285714285714,0.8947368421052632,35
3,centroid,1,Velorum,0.9666666666666667,0.9830508474576272,0.9747899159663865,59
3,centroid,1,Xtreme,0.9736842105263158,0.9736842105263158,0.9736842105263158,38
3,centroid,1,macro avg,0.8712408953418459,0.8563825162477673,0.8597020073522563,604
3,centroid,1,weighted avg,0.8705437321563685,0.8642384105960265,0.8631888901956699,604
